id_listing_anon,room_type,listing_neighborhood,total_reviews
f46596e1-1288-4ee5-bf77-50e2be08a2c4,Private room,-unknown-,0
58f68ef6-a39a-4687-a8d4-f2b4a6faa08a,Entire home/apt,-unknown-,0
b946d280-ec73-4f1e-9ad1-48458f75f8fe,Entire home/apt,Leme,0
a4342219-27c1-483b-b4f9-6ff9f2c19606,Entire home/apt,-unknown-,3
2a55e732-a752-4d02-b761-81b500521af9,Entire home/apt,-unknown-,10
7eb00f2c-16ca-412d-a849-b301ae54c71e,Entire home/apt,Flamengo,2
22eb91de-4723-40bf-8155-1f998ed472dd,Entire home/apt,Copacabana,13
123e73d2-d833-4dcd-a9f4-cd1dde98c43a,Entire home/apt,Copacabana,0
09aaf539-424e-4fde-8df8-1d26e7da7c41,Entire home/apt,GlÃ_ria,96
30c46bb4-fd6b-44d8-9d17-05befeff4c72,Entire home/apt,Copacabana,51
cd227d39-38ee-4881-a9e8-c9a397aa1884,Private room,-unknown-,0
36f61870-d3f6-4038-9f13-7d19e318678d,Entire home/apt,-unknown-,3
61308b3d-5804-4e8f-b992-9d6cedb7ecb7,Private room,Ipanema,16
4cc7a44b-c244-4a70-b347-ecd2d4e56a6f,Entire home/apt,Ipanema,9
890b9729-f263-42cc-bc8c-3cb9075b3f44,Private room,Tijuca,1
346af7e8-0765-4308-9e9e-247f7850cc2e,Entire home/apt,-unknown-,0
5c225419-73e9-4ddf-91e9-8fe116b2624a,Private room,-unknown-,1
24ae1099-0265-4b9c-ac4c-b4996b313d79,Private room,-unknown-,1
2ac10762-b7f2-47ca-9361-1be6681a5825,Entire home/apt,-unknown-,0
e27318eb-92e9-4f1e-b303-cd46484a2288,Entire home/apt,Copacabana,0
a5e083fe-d22e-49f1-90dc-c7edf7f96f01,Private room,-unknown-,0
9103d55e-31da-4057-9950-4e54807bd37c,Entire home/apt,-unknown-,4
1d21335b-2529-4222-8324-709ef0ec09ec,Entire home/apt,-unknown-,0
d12ae8d8-bbd0-4230-b77f-d368fe62d119,Entire home/apt,-unknown-,12
04204270-ccda-4e2d-91b3-bc049932dabf,Entire home/apt,Lapa,0
1c2c942f-f394-4d9d-9b00-d86be105b4e4,Entire home/apt,Copacabana,3
5b8eeb93-1323-41c3-b405-54af036044ee,Entire home/apt,Ipanema,0
5cfa4be6-9803-4f00-b17c-757fa506c2c5,Entire home/apt,-unknown-,1
f9b6392f-8a89-4b1e-8fd3-19871a9de56a,Private room,-unknown-,29
371c3b2a-782c-4381-8971-2f44f121baa3,Private room,Laranjeiras,2
4964899b-7b57-463f-8eca-97dd4221bda0,Entire home/apt,Copacabana,0
29957764-d31c-456f-9b80-8f153b2cf77a,Entire home/apt,Leblon,1
d38c8485-a6c2-478b-be6b-692bfdc0170a,Private room,-unknown-,0
95ee9063-82b8-479f-aad5-172ebe92a6ab,Entire home/apt,-unknown-,0
f6082aab-a4d7-44a9-a481-fcbef3463e4d,Entire home/apt,Copacabana,0
7b717960-25e9-4338-9c9e-4f0d7962a89b,Private room,Urca,0
d904a9a3-7f78-4f7c-891a-59b770102278,Private room,Lagoa,2
ece1b2d6-6de2-45c4-94d6-c4da8b693b2c,Entire home/apt,-unknown-,3
4ecfcd71-3292-40db-ace1-6e27623fe246,Entire home/apt,GÃ¡vea,0
e06dd0b1-c477-458a-b935-d787d355a64c,Entire home/apt,Leme,0
15ad3d81-964f-429f-b987-d52279383aba,Private room,Santa Teresa,15
2d195b43-40a1-4693-acaf-21b657539a53,Entire home/apt,Copacabana,77
823742e1-57b2-426c-9bbe-5672ead4f30a,Entire home/apt,Copacabana,1
6e2c10de-6ca4-4e7b-ad42-a2dba0b6a6f8,Entire home/apt,Ipanema,1
c4075c3e-f36f-4e6f-a3e5-52f65ad6cfd3,Entire home/apt,SÃ£o CristÃ_vÃ£o,0
f03cf211-af06-43fd-ae15-54a6c4c5c776,Entire home/apt,Copacabana,1
4af60da8-f7c6-4288-93dd-abfd91848496,Entire home/apt,Copacabana,0
879243da-a423-4f84-a28f-8801eff6b0e2,Private room,Botafogo,34
7b213196-f209-4d64-9ae0-8a718d44288c,Private room,-unknown-,1
4f369198-3999-4896-8594-6192a7b18571,Shared room,-unknown-,0
1504f9bc-5449-48de-8609-4393a47beab2,Private room,Copacabana,1
3c7a8d74-07f3-4d5d-837e-88f58362e620,Private room,Santa Teresa,16
59c57a65-418a-4704-9a14-5c78f6c2fc57,Private room,-unknown-,0
2f7d0da4-e6fe-4513-9ca9-fb1ad1a0fa92,Shared room,-unknown-,2
7422a595-94e6-4ba8-82ff-fa3e1b918765,Entire home/apt,-unknown-,0
31ce689f-5852-4ebb-a2f7-380288d788ca,Entire home/apt,-unknown-,0
749d5bf3-ba14-44ba-ab04-83ea2a721cb0,Shared room,Ipanema,8
5ab9cb4f-9470-4230-8eab-19ef41548235,Private room,Santa Teresa,0
5e7ec0f1-a4e7-4dd8-943a-e56c35be9115,Private room,-unknown-,0
74e6ffe7-2d94-4ac4-92cf-201aff2f25fb,Private room,Flamengo,3
3f621c32-d14d-4c94-9205-7ad595668ab6,Entire home/apt,-unknown-,14
58079402-022b-42d0-8daa-64597917006a,Entire home/apt,Leblon,8
b0e1a6d0-2e1a-47a0-b874-c023708a994b,Entire home/apt,-unknown-,0
b8641c27-d9e7-45cb-a08f-02c5d05143d6,Entire home/apt,-unknown-,1
b8e3a115-ff23-4bb7-82fb-0b54d67e6d27,Entire home/apt,-unknown-,0
1fc70897-c15b-4e7e-80b2-4231e68034e1,Private room,Copacabana,0
535ea48e-9915-4256-84be-37e5b34131ab,Entire home/apt,-unknown-,0
fed67ede-bd8c-4b5f-b974-068055d37949,Private room,-unknown-,0
27d0aa98-ca5b-4446-85d9-9285a9faee74,Private room,-unknown-,4
4d6da0e7-0213-4ab4-b1aa-9263f97d1d1c,Entire home/apt,-unknown-,0
3048a473-965d-480e-9a6c-97fbab182184,Entire home/apt,Copacabana,2
60193dd8-4884-489e-8d7f-5d1a403ddb81,Private room,-unknown-,0
768f0d45-6cc5-4a88-a170-82594eaef678,Private room,Tijuca,0
d6507a8f-aeae-4909-931f-34aeb4e6af2a,Entire home/apt,-unknown-,1
f7a8e333-914e-4d71-ae05-26c82b654678,Entire home/apt,Leblon,0
7b1a39f3-538a-4003-9c04-2521cec91392,Entire home/apt,-unknown-,3
20e4fd98-15c0-460b-91bd-b25201ef5535,Entire home/apt,-unknown-,0
1d03a091-767b-4c38-a2c9-43beee53a13a,Entire home/apt,-unknown-,1
7eb44a01-ace3-4640-9565-d48f20d47cd7,Entire home/apt,-unknown-,0
c2049eba-dc7f-47f9-bf14-ad364fe9a412,Entire home/apt,Copacabana,0
4236e5b4-a842-4256-958f-8e3a8adf9bbd,Private room,Copacabana,42
875a7d44-a00d-403b-ba49-0c122500a44e,Entire home/apt,Ipanema,107
bdd97d1b-77f7-4eff-9fd0-b4dfa0e6a635,Private room,Flamengo,23
e8b0fb55-c0b6-4d57-bf10-08bf9d97dc76,Entire home/apt,Copacabana,0
8cac9618-fb71-4024-95d5-8cc6faf85c36,Entire home/apt,Leblon,61
e192d5a3-736d-498e-b721-52d6f49e2a95,Private room,Copacabana,0
5252601f-918b-4217-8102-e05f5fb2ef96,Private room,-unknown-,1
6d08e485-f2d0-4497-8593-e7a9d5853b36,Entire home/apt,Barra da Tijuca,0
29963fa9-0a19-4308-b949-a6203a5bda1c,Private room,Engenho Novo,0
ce59b6e0-9b39-4d42-ab6b-bd857f88d8c2,Entire home/apt,Ipanema,0
90092a64-74e6-43e0-8c99-1f39b22d3587,Entire home/apt,-unknown-,2
c1b849a8-b2c8-42b2-8128-a2dd37daf006,Entire home/apt,Copacabana,0
3f7e1149-8c20-44b3-942f-1ac93cc94464,Entire home/apt,Leblon,3
cd0c0c8b-1d85-458d-b12b-401d54d2c0bd,Entire home/apt,Barra da Tijuca,0
61ab75a0-1ad1-41a3-8e08-2f24698bb5a0,Entire home/apt,Rocha,2
a756d31b-6133-4997-a343-6e0d7fbb89f1,Private room,GÃ¡vea,0
52f3408b-c0ab-44e5-b97f-4de361c59697,Entire home/apt,Copacabana,3
4f34def9-bfbe-4dfe-855f-b8b6d84b999d,Entire home/apt,Copacabana,24
f9e2ef0e-a5f8-44d8-9441-8ea7b0690a46,Entire home/apt,-unknown-,25
b7a79dad-1c0a-472e-8118-dedde99f2942,Entire home/apt,Copacabana,41
bdb30af6-9ac1-4fc8-aec2-22bffe9af472,Entire home/apt,-unknown-,0
67b9421d-107e-4da0-a0e3-e5b0940aa4c5,Private room,Recreio dos Bandeirantes,0
bc20de76-b25b-42c4-8094-42a8b786b9ae,Entire home/apt,-unknown-,0
88964024-9331-4347-952b-183711fd6e26,Private room,-unknown-,11
e013a6dc-a5fe-4cb1-b201-c3ca9e9e22ac,Entire home/apt,-unknown-,0
bb2ef38c-5e6d-4e86-b55a-b24e5b2a457a,Private room,-unknown-,2
663637a5-ae4f-4d29-8a53-fe37d85f2d2b,Entire home/apt,Recreio dos Bandeirantes,1
e7cd1a7c-5654-433d-ba30-ac6ee52ce832,Entire home/apt,-unknown-,0
9d0755a2-367a-437c-9089-059b3e1cc625,Entire home/apt,-unknown-,0
094a7ff9-1a49-4b69-abd5-f9d5b891825b,Entire home/apt,Lagoa,1
2326a983-e575-4649-849b-00e967a74ce4,Entire home/apt,Laranjeiras,6
bd6f81f9-5cc8-4ca9-8727-aff4415af6be,Entire home/apt,Copacabana,0
e3a85d2b-3d21-47e3-b4e2-ae1c651287ec,Entire home/apt,Copacabana,0
5c40afb4-b1b6-4a7a-bcb7-0d7931c18a28,Entire home/apt,Copacabana,2
12b74ed8-39ca-4e3d-9f77-241e1324a259,Entire home/apt,-unknown-,0
dad3a4b5-cfa3-442d-8bb8-c5a00d9f5dbd,Entire home/apt,Copacabana,10
75d1aa37-da4c-43c7-9023-d3ff68a5e598,Entire home/apt,Copacabana,65
6a33761d-ce5f-46fc-8a15-f75de0e745f4,Private room,Laranjeiras,11
e4627d38-b7fa-4657-a2b2-4d1d7307520e,Entire home/apt,-unknown-,0
34f3422d-19a4-46df-97d1-47f16078aaa3,Entire home/apt,Barra da Tijuca,0
4821182a-fd2c-412a-b845-76a54310ad05,Private room,-unknown-,1
083609ce-a427-4a70-a03d-ad265445e159,Entire home/apt,Botafogo,6
2c56f2c2-e602-4ad5-aaa2-7664187ddf74,Entire home/apt,-unknown-,15
a2615850-877c-486f-8607-e281dbdf86d4,Entire home/apt,Copacabana,3
87d49fc6-8ca4-42f1-88d5-1395a27267af,Entire home/apt,Ipanema,0
15f9a5fc-38b4-4bfe-9fb7-731d59d21ede,Private room,Engenho de Dentro,2
2ac53b32-0728-4dd2-b35d-801bfb614018,Entire home/apt,-unknown-,0
dfd8970f-01c6-4b61-a69d-15e8d28d11bf,Entire home/apt,Copacabana,2
6478bf7a-f8e2-404f-8ccb-0b8f1a7d940c,Entire home/apt,-unknown-,0
8f931141-b15c-4002-bb91-61f9c4e6114e,Entire home/apt,Tijuca,0
8a406e64-96b8-498d-a46a-8cd85b4cb138,Private room,-unknown-,10
8ab86a24-ab8a-4353-876b-2889dd7e9494,Entire home/apt,-unknown-,0
208abe79-730f-4d56-9ee2-61917262f4f2,Entire home/apt,-unknown-,13
cbe40dfc-4932-468d-83bd-7e7a3163496f,Entire home/apt,-unknown-,0
dc991b3c-b50f-4b98-9e9b-5ef36f8ba1c6,Entire home/apt,-unknown-,3
8d98be71-1436-4de8-af76-47707421d99c,Entire home/apt,Botafogo,1
f4c8679d-cf79-407b-bd5a-df2738a03e29,Entire home/apt,Copacabana,9
e2826ee3-705c-4323-9cd5-e1d4352e4367,Entire home/apt,-unknown-,0
ef1e3709-3040-47ad-963a-f194673b1f45,Entire home/apt,-unknown-,0
0e7c37dd-cf58-4c2b-8609-89893a69845a,Private room,Copacabana,0
6d9ea9f8-4f6f-4caf-9790-15e52521a72c,Entire home/apt,-unknown-,0
cbf8828e-db63-464c-9e14-5c3db26522c2,Entire home/apt,Barra da Tijuca,2
7b24adac-db11-4166-8a9b-ab479557d467,Entire home/apt,-unknown-,0
f6b80ba6-2452-4c4f-93ee-085d5bf93adf,Entire home/apt,Copacabana,16
c33bd587-d6c3-489e-b37e-f108a5f38705,Entire home/apt,-unknown-,2
199f8464-f0ee-4e71-9539-fc50eeae72a6,Entire home/apt,-unknown-,0
6ecdd22b-dedf-4f4f-9977-f222d18ec6b1,Private room,-unknown-,0
2e00192a-786d-4202-bd07-80f2e69b00cd,Entire home/apt,Barra da Tijuca,26
5524ef7a-80c5-4f92-afa9-06268ce5363f,Entire home/apt,-unknown-,0
a1e3c0da-10cd-4770-9cfa-6e2787fc15fc,Entire home/apt,Copacabana,0
47736571-91f9-42b7-86f1-48975da40bd2,Private room,Copacabana,1
221caf2e-63c0-4d1e-bf2d-2b690ca70f3c,Entire home/apt,Leme,0
e30ac8a9-01e9-4b58-9eac-37ac9b9c4f7d,Private room,Jardim BotÃ¢nico,0
68ae421c-4f48-49e6-87ff-ba7594e455f4,Entire home/apt,-unknown-,0
730c182e-1890-4237-b444-ce903e8d63ee,Entire home/apt,-unknown-,3
1822c6c7-b3de-446a-9a3e-75d98cde7895,Entire home/apt,-unknown-,4
27ca97ed-56c2-44eb-96cf-42864d7f3583,Private room,Copacabana,87
846d35bf-ff3a-4ce2-93d2-b3d6cffcc307,Entire home/apt,-unknown-,0
967c0d1d-683d-491e-bc9e-e2663db862a5,Entire home/apt,-unknown-,2
8b9ee9e1-be7b-4351-82da-2d8f758a411f,Entire home/apt,Copacabana,1
0820cdda-f0e3-4509-b4a1-ca05d809bf15,Entire home/apt,Leblon,22
a53570ab-eaa0-4a19-9f28-9d5cb0a18351,Private room,Leblon,0
f2d19a13-3a66-4665-967a-82d7709aafb3,Entire home/apt,Ipanema,5
fe6df525-5dc0-4455-869c-97b541706e17,Entire home/apt,-unknown-,0
e16cae4f-19fb-407a-b809-5921705bcc5d,Entire home/apt,Copacabana,173
8f38845e-3a65-412e-97e1-331e3b6f2608,Entire home/apt,-unknown-,0
bccf22d8-32c5-4730-8cf8-96660371d906,Entire home/apt,-unknown-,0
13f62a94-8c40-48cb-b189-057c370cf6d3,Entire home/apt,-unknown-,6
4119cd34-7276-4738-9ac2-983e2c16b76f,Entire home/apt,-unknown-,-13
28b8e7b9-2f27-4261-9132-694ca88bc916,Entire home/apt,-unknown-,0
5874e386-fc6a-4b21-afd7-679a4f851f00,Entire home/apt,-unknown-,0
04742260-ab9a-4a70-8d47-5067b0152756,Entire home/apt,-unknown-,0
b833d496-8839-449f-aa2d-a8e4af9e1cd5,Entire home/apt,-unknown-,1
373891d6-517e-4d21-b000-949b8ba8091e,Entire home/apt,Copacabana,12
de5d9314-dc14-4b84-b1f2-f43018565731,Entire home/apt,-unknown-,0
58ad831f-c6a1-40b2-a2f3-bb5cc9c3920b,Private room,-unknown-,0
6dae4b49-8467-4891-8981-4a42abc4f047,Entire home/apt,Copacabana,0
5f09edf8-6ec2-4e65-bea7-7c87516eaf15,Entire home/apt,Copacabana,27
8f28a213-f0d5-4c82-863c-97ec2efaeb5a,Entire home/apt,Copacabana,0
0927be78-963e-4a9b-8f72-0babe60a597f,Entire home/apt,-unknown-,0
4e64ac94-589f-4da9-a385-de61d30aa789,Entire home/apt,Copacabana,1
d6c6757d-5e82-4c62-ae7d-a31fa3521f2a,Entire home/apt,MaracanÃ£,0
145b7301-3a30-46a3-9a94-e0586085384c,Entire home/apt,-unknown-,0
7f3ba75a-c00a-43cd-bdc5-e88aa2ded618,Entire home/apt,Leblon,7
335426b7-538e-42dd-8985-b8d9927fe83b,Private room,-unknown-,0
3ae22246-b2d0-49ab-92c2-22e508ac6b55,Entire home/apt,Ipanema,84
1b429ab4-5a7b-4fcd-bd92-ec014016e8e9,Entire home/apt,-unknown-,1
53d23f0c-f151-4547-8777-0641f0f775f5,Entire home/apt,-unknown-,0
afe9f4a4-28a7-477e-acb7-05f49c9d65b5,Entire home/apt,-unknown-,0
764a4b29-598b-463a-bbcf-17c25925cf46,Entire home/apt,-unknown-,2
52c9b160-1fbe-4c12-8c7a-c25a32c57ae9,Entire home/apt,Leme,3
04753117-6acd-41bd-a699-79694ebcf17e,Entire home/apt,-unknown-,14
74c833db-e3aa-4cc1-be7f-afe57b5a2252,Private room,-unknown-,0
dcb48304-34ad-4b0b-91ea-021363a2886b,Private room,Botafogo,0
8c8fda10-0348-4f52-a7f5-987ee358f045,Entire home/apt,-unknown-,0
4b174a6c-2789-412c-bf3e-25ae9d6cfb33,Private room,Lagoa,0
5bfd06eb-4e00-460f-8a07-fce0fd92c4c8,Entire home/apt,-unknown-,4
84c8da20-d6be-4fdb-8246-e1e04b8d0d8f,Entire home/apt,-unknown-,41
098f002a-d6d7-4b42-9b28-a856a3e9dfe1,Entire home/apt,-unknown-,3
db1665bc-e609-433a-89b3-31481931d481,Entire home/apt,Copacabana,1
026c9ca9-ff99-4b0b-9666-5453e7d09958,Entire home/apt,-unknown-,0
1803950d-acc2-4987-a2bc-e5e87dd7722e,Private room,-unknown-,0
113a7c62-91e7-4200-ac54-ca63d95c31cd,Entire home/apt,-unknown-,0
7a300f63-68bb-4d24-a08f-2902a06c1ca9,Entire home/apt,-unknown-,0
2ea17ee8-656e-4a43-854b-8e75158f3ee8,Shared room,-unknown-,0
9306a56d-5002-4207-aa9e-9625e6e45a77,Entire home/apt,Leme,0
930a7448-869e-40a6-9104-5b0529be6f9e,Entire home/apt,-unknown-,7
3d9e8075-ca7f-4e4e-83e7-3f0ec768d0d1,Private room,GÃ¡vea,0
86daa097-71ff-474a-9446-8e9a4fa666dc,Entire home/apt,Copacabana,0
3cd23bd6-7ef9-49cf-9df9-790255a9029f,Entire home/apt,Barra da Tijuca,0
c474432f-9c22-41f3-b32e-a49343049720,Entire home/apt,Santa Teresa,0
f774fb72-34cf-4460-80a6-4cd97b2d1ad1,Entire home/apt,-unknown-,2
2de92a50-e915-4470-bf80-79d74f268b4e,Entire home/apt,Leblon,0
13c1cbcc-33c8-4a21-9910-c7e8642fa824,Entire home/apt,Copacabana,14
0d417219-2a9a-4775-8701-108a8edd337d,Entire home/apt,-unknown-,2
69c66df5-e0cb-42aa-bb6a-e5fc39d50f4c,Entire home/apt,Copacabana,24
4a720637-353a-4f82-b147-3a1ebef23d53,Private room,-unknown-,1
ee61b422-f5cc-4e49-b579-ee3ad10ca98e,Entire home/apt,-unknown-,8
1072045e-cc72-4d51-97cf-ba19ab281fa5,Entire home/apt,Santa Teresa,2
f449c88c-f455-43be-9245-4b9bf4d8662d,Entire home/apt,-unknown-,0
3ddce05b-57d5-446d-b6f7-8dc36ef75a56,Entire home/apt,Copacabana,1
09d1d27c-d7d1-43c2-a472-489875e46671,Entire home/apt,-unknown-,0
0de26d70-b465-4e30-bbb1-839f8e2cb25e,Entire home/apt,-unknown-,1
3c56bbfb-c2eb-4287-80ba-0a09301670f6,Entire home/apt,-unknown-,0
66537c34-23ab-4715-8bbe-4894110e8883,Private room,-unknown-,0
cd2c6879-88fe-44c1-aaf5-6b06a2969eca,Entire home/apt,-unknown-,2
cba00da5-ee0e-4b16-8fd1-a3baac5291b1,Entire home/apt,-unknown-,0
b1db0da3-f3fa-451b-ac50-e766aebb9d5c,Entire home/apt,-unknown-,0
ddf844fb-41a1-4ba7-be30-67491631d505,Entire home/apt,-unknown-,0
d847ead8-5bcc-4d9a-a7dd-53223760a9b3,Entire home/apt,-unknown-,4
7636e6ef-a26a-4538-802c-fb2ced10229d,Entire home/apt,Catete,3
3c891dd0-8fbf-4810-8fb8-d71f50513d49,Private room,-unknown-,0
3b3ec301-56ad-4fd5-85ea-b7f37824e155,Shared room,Copacabana,0
833604a1-5b8a-49bc-9151-37fb03cdb84e,Entire home/apt,Barra da Tijuca,0
41181984-8c73-4fa8-927b-b51d12874b3a,Entire home/apt,Ipanema,1
1579eb8e-b973-40cf-b35e-f894fd3be005,Entire home/apt,Ipanema,0
ed14cf95-34c6-4e3c-a34a-670b74b446c5,Entire home/apt,-unknown-,0
b5cb9583-02d6-423a-997d-c205fd50d8d7,Entire home/apt,-unknown-,1
f3afb690-ad64-4d49-ae0e-962a77cf195e,Entire home/apt,Copacabana,1
ca6ba00d-557c-4c07-896d-8c9aa23dc94d,Entire home/apt,-unknown-,10
e5bf507d-935e-466c-9e3a-afcc2e8c1669,Entire home/apt,Copacabana,12
59ef76e5-3442-4ca6-92bd-b2273dddde58,Entire home/apt,-unknown-,0
975b9d30-b705-4bf8-a02c-0a5e91f61d47,Entire home/apt,Leme,2
ffd9c6c3-44fd-49e5-b577-ca6b09635c9f,Entire home/apt,Copacabana,4
b27495a5-a088-44d8-afb9-eb6393b542a0,Entire home/apt,Ipanema,56
a29917c2-e48a-42fd-8345-c9a1070e948c,Entire home/apt,Copacabana,2
b33b554a-1ef7-4e3c-9c81-09ff6dcf3a73,Entire home/apt,Ipanema,0
f184b537-2116-41af-8497-b66f34c84ce4,Entire home/apt,Copacabana,0
22403f72-4abb-4131-9d70-60c4687d61b4,Private room,-unknown-,0
13377c1a-d319-4c02-a75f-8ed6ece13574,Entire home/apt,-unknown-,34
0f08c3c7-c909-4d07-b465-a753dad408e9,Entire home/apt,-unknown-,0
ca3653e3-a4fe-4a10-86a5-3821b04f68c4,Entire home/apt,Leblon,0
13b34dcc-85f9-4ec2-aa64-d14a9fec45bb,Entire home/apt,Catete,0
c8f24ce7-41b8-4a17-87eb-6229c3b8b907,Entire home/apt,Lagoa,2
2c9cdb95-4fbc-4fd1-aba5-a44beaa4f5bd,Entire home/apt,Leblon,14
3b44ba09-31d5-421b-879a-841f94b8fd41,Entire home/apt,Leblon,0
75485d57-1063-4420-8259-2c5db5778cca,Private room,-unknown-,0
017171ec-abf4-42e6-9bf3-910618473aeb,Entire home/apt,Copacabana,36
08eadf89-39df-440c-b172-245f255eb478,Entire home/apt,-unknown-,1
30193b45-2c4d-46dd-92cd-91326645c41c,Entire home/apt,-unknown-,0
9126386f-41ec-424a-84ed-bc50b25b92ba,Shared room,Botafogo,0
f98cd54c-eac0-4372-a042-2c1e4e3175eb,Private room,Barra da Tijuca,0
ce391e3d-9136-4b2e-a6b6-5308cbae652e,Entire home/apt,Leme,1
5711529c-c1fb-44a1-822e-67e59dc15943,Private room,-unknown-,4
ea1fbd81-3447-4cc0-aa10-2c7b773e427c,Entire home/apt,-unknown-,0
8dfffd58-cffa-4ed9-86ea-af845741a5f0,Entire home/apt,-unknown-,8
3ac77ccd-6acc-4aa1-8f70-b2c45b76ab41,Entire home/apt,-unknown-,0
ab09c868-a779-4066-a684-d68e11c23c1d,Entire home/apt,-unknown-,6
d064c707-d2bd-4671-997c-cf16b8756af6,Entire home/apt,Recreio dos Bandeirantes,0
d8f004d9-a6ff-4704-916d-9b6e89ba87bb,Entire home/apt,Ipanema,0
8a5c2a8b-728c-4851-9843-b828184fb33f,Entire home/apt,Copacabana,3
5ba4ace2-a851-4680-89e9-91772d4c8e60,Entire home/apt,Copacabana,0
00788453-0f11-44eb-9796-04e13adfb734,Private room,Tijuca,1
60908879-23dd-46fb-bddc-21446c4576b5,Entire home/apt,Ipanema,6
ccb01605-29ca-45a6-b281-ea368f912de8,Entire home/apt,-unknown-,1
4618092b-6846-49b7-8c74-e4cb4baeed08,Entire home/apt,-unknown-,2
90939217-1607-480c-8e8b-10def9b30695,Entire home/apt,-unknown-,0
70c5fc4c-fef8-442f-acd3-8b12e09e3684,Entire home/apt,Copacabana,0
88b35c78-7644-44a4-b351-5e1767836427,Private room,Ipanema,1
8c8b619d-c19d-4a6e-a039-c3573f707fcc,Entire home/apt,-unknown-,0
1666ba64-b778-444d-8a01-b08e398b4c7a,Entire home/apt,-unknown-,25
9d662b33-179a-49a3-9b7d-1cfc480dd921,Private room,-unknown-,0
e91f809a-952d-47aa-a102-2934e073d08c,Entire home/apt,-unknown-,0
16e5e33e-7ae1-4ec0-a323-f9bf007916b2,Private room,Copacabana,0
411178d6-4887-4797-b947-d760c92cc237,Entire home/apt,-unknown-,0
2d1da4cd-6659-40c3-9615-5e77effbcb13,Private room,Vila Isabel,0
165983dc-bd92-488e-beca-8fa580cd5393,Private room,Flamengo,73
8652240a-298f-4c30-b296-84a876f78804,Entire home/apt,-unknown-,0
21daf77e-a1f0-42ba-ab91-5452c3a35d3e,Private room,-unknown-,0
56e71484-c4e4-4010-a16b-54359c199334,Private room,-unknown-,0
e6b0013f-667a-4dc9-845f-dec9088e1d1d,Entire home/apt,Copacabana,13
518c0293-9033-45eb-8c6a-ef8a01d050e4,Entire home/apt,-unknown-,0
986ffc8d-6ae2-4c5a-aa86-513b713a1ccf,Entire home/apt,Barra da Tijuca,5
045d6150-c219-464c-9c78-4a609f69124a,Entire home/apt,-unknown-,3
51f72569-6dd8-4165-8ae8-d4b6aa0623c7,Private room,Copacabana,0
5be06caa-9f09-4d52-855b-ae2a82142ff1,Private room,Cosme Velho,0
9f25ab99-5147-48c8-a8a1-2ae7cc27def0,Entire home/apt,Leblon,0
52ce817e-16c0-4f11-9a58-3724e66ea4b9,Entire home/apt,Copacabana,0
e711419d-5b95-4d17-adc1-46a8e7921291,Entire home/apt,Leme,0
af8ad5ee-8a30-442c-aa9a-f7a98c408066,Entire home/apt,-unknown-,1
ba15b290-7141-4888-905a-5de39c2554f0,Entire home/apt,-unknown-,0
f0932869-34b4-4228-983d-b117d0f39cc1,Shared room,Leblon,6
adabb409-daca-47d9-a768-c13e335bcbc7,Entire home/apt,-unknown-,0
299226b0-f1a9-40ed-bbd6-19e5202a4de8,Entire home/apt,Copacabana,0
a8d9b3c6-0464-4f2f-b8b8-6d236557cd8d,Entire home/apt,Laranjeiras,0
1ab380f4-89ac-479b-b268-7e1928e27257,Entire home/apt,-unknown-,1
f317cfa7-4d52-4a1e-bdc1-c29fe71231bc,Entire home/apt,-unknown-,0
3f2722c6-c4e3-459f-97f2-ede500bb1f09,Entire home/apt,-unknown-,1
0ed4cf7e-5fb0-4248-b2b3-fe277c22ea3a,Entire home/apt,Copacabana,21
4171ed1d-883c-4cce-9888-3ab6351b0af3,Entire home/apt,Barra da Tijuca,6
8c3fc154-0246-4caa-86a7-85be89571dc2,Entire home/apt,Barra da Tijuca,0
d88f0b97-6e07-464d-8e5c-3cbaf1b39c29,Entire home/apt,-unknown-,0
ce8f1f4e-f566-4cdb-85cb-449901cc17ed,Entire home/apt,-unknown-,0
8ff42270-1415-4203-9d17-6ad86eee2340,Private room,Copacabana,0
436848a1-b36b-43f9-8958-575584597745,Private room,Flamengo,0
0e27a62e-9937-4a27-9916-cb35209d32eb,Entire home/apt,Recreio dos Bandeirantes,4
f7a8dbe3-9874-49f9-b645-05017ff79914,Entire home/apt,-unknown-,5
ffb11d8a-1867-40ed-8512-26d8f88fb4e7,Entire home/apt,Copacabana,16
eea2e2ef-b500-4daf-a601-56d807d06b3d,Entire home/apt,Copacabana,0
931b20bc-869e-4cea-abd7-05edfb229547,Private room,-unknown-,0
25fa995c-7144-4b19-a32b-20d14a34cb57,Entire home/apt,-unknown-,0
62122f98-868a-496b-b2dc-e20c19d3b620,Private room,Leblon,0
8fc59eee-251b-4eea-aa3e-56266f95962d,Entire home/apt,Copacabana,16
ce34a50b-991c-49d1-866f-80244e65b069,Private room,-unknown-,-46
9b7953a0-09b9-497d-ae14-675f0c86cd1c,Private room,Leblon,11
7fe3a292-3ffc-4ee4-b38a-0f9e41999bdf,Entire home/apt,-unknown-,5
6e942fa4-594f-475f-bb27-363dad4bef54,Entire home/apt,-unknown-,1
bd81946f-463f-46df-8fdf-54b4f9a6a71a,Entire home/apt,-unknown-,0
d1805982-02f6-4259-9f6e-431d842a0e8f,Entire home/apt,-unknown-,4
b0576e1b-d321-484f-a231-0cc2541cc4ec,Entire home/apt,-unknown-,0
